Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
592,592,592,1201044,Issued,2027-10-01,FISHERMANS COVE MANUFACTURED HOUSING COMMUNITY,,"4441 JENA LANE, FLINT, MI 48507","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",GENESEE,No Phone,162,12/05/1986,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.96420519999999,-83.7227041,,
593,593,593,1201047,Issued,2027-10-01,,,"1515 ROLSTON RD, LINDEN, MI 48451","PO BOX 159, LINDEN, MI 48451",GENESEE,8107359003,280,01/14/1987,ROBERT HELBIG,8107351623,,42.8248544,-83.8031866,,
594,594,594,1201050,Issued,2027-10-01,SCOTSDALE ESTATES,,"3382 ALMA DRIVE, ALMA, MI 48801","5645 SASHABAW RD, CLARKSTON, MI 48346",GRATIOT,989-463-3212,189,05/28/1987,RONEI IACOBELLI,248-625-1188,RON@IMC.GROUP,43.3977026,-84.6743787,,
595,595,595,1201052,Issued,2027-10-01,CEDAR RIDGE MANUFACTURED HOUSING COMMUNITY,,"5000 13TH STREET, MENOMINEE, MI 49858","1179 PLEASANT VALLEY DR, ONEIDA, WI 54155",MENOMINEE,9204919574,76,07/16/1987,CHARLES DETTMAN,9204919574,MEGPBAH@GMAIL.COM,45.146109,-87.617485,,
596,596,596,1201054,Issued,2027-10-01,ARBOR MEADOWS MOBILE HOME COMMUNITY,,"5229 W MICHIGAN, YPSILANTI, MI 48197","PO BOX 339687, FARMINGTON HILLS, MI 48333",WASHTENAW,No Phone,409,09/08/1987,GARY W GRIGLAK,2488512700,,42.2060786,-83.6765162,,
597,597,597,1201056,Issued,2027-10-01,COUNTRY MEADOWS MANUFACTURED HOME COMMUNITY,,"3211 WILL CARLETON, FLAT ROCK, MI 48134","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,2482082500,577,10/26/1987,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.0977342,-83.3241592,,
598,598,598,1201059,Issued,2027-10-01,,,"2300 EAST STATE ROAD, LANSING, MI 48906","2300 EAST STATE RD, LANSING, MI 48906",CLINTON,5173711101,228,12/18/1987,GLENNA J ADAMS,5172022294,cadgewithfarm@gmail.com,42.7823852,-84.5170668,,
599,599,599,1201063,Issued,2027-10-01,,,"26211 TELEGRAPH ROAD, FLAT ROCK, MI 48134","40220 GRAND RIVER AVE, NOVI, MI 48375",WAYNE,2483806150,821,01/12/1988,JEROME RUGGIRELLO,2483806150,,42.1142984,-83.2706704,,
600,600,600,1201065,Issued,2027-10-01,WELLINGTON ESTATES MHC,,"16031 BEECH DALY RD, TAYLOR MI 48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016",WAYNE,734-941-6020,404,02/16/1988,VIRGINIA CAMPBELL,6026006811,LICENSING@INSPIRECOMMUNITIES.COM,42.1876839,-83.2867537,,
601,601,601,1201067,Issued,2027-10-01,OAK ISLAND VILLAGE MOBILE HOME PARK,,"16430 PARK LK RD, EAST LANSING MI 48823","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034",CLINTON,No Phone,250,04/27/1988,JOHN B MCLAREN,5173391414,,42.7786632,-84.4390698,,
602,602,602,1201068,Issued,2027-10-01,COMMERCE MEADOWS MANUFACTURED HOME COMMUNITY,,"2400 MEADOWS CIRCLE, WIXOM, MI 48096","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,No Phone,602,10/27/1988,GARY W GRIGLAK,2488512700,,42.5588407,-83.5470931,,
603,603,603,1201070,Issued,2027-10-01,ROLLING HILLS MOBILE HOME COMMUNITY,,"300 MORGAN RD, BATTLE CREEK MI 49017","300 MORGAN RD, BATTLE CREEK, MI 49017",CALHOUN,2699644200,363,08/25/1988,ROBERT D WOLFE,2699644200,,42.3534843,-85.215452,,
604,604,604,1201074,Issued,2027-10-01,MAPLE VALLEY OF ZEELAND,,"1901 88TH AVENUE, ZEELAND, MI 49464","1015 OAK LANE, GRAND HAVEN, MI 49417",OTTAWA,6163967788,161,09/22/1988,THOMAS ELHART,6163967788,tomelhart@gmail.com,42.8033897,-86.0028574,,
605,605,605,1201075,Issued,2027-10-01,WINDSOR WOODS VILLAGE,,"1135 SUPERIOR STREET, WAYLAND, MI 49348","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",ALLEGAN,No Phone,314,09/21/1988,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.6778467,-85.6582892,,
606,606,606,1201078,Issued,2027-10-01,,,"6300 WEST ADAMS, BELLEVILLE, MI 48111","6300 WEST ADAMS, BELLEVILLE, MI 48111",WAYNE,7344833700,173,11/16/1988,AVRAHAM ELCHONEN,7344833700,AVI01@APESTATES.COM,42.1997891,-83.5404429,,
607,607,607,1201081,Issued,2027-10-01,,,",","5560 AL SABO DR, KALAMAZOO, MI 49009",KALAMAZOO,No Phone,333,12/08/1988,JOHN CARON,2693729482,,42.2355202,-85.6723824,,
608,608,608,1201082,Issued,2027-10-01,BIRCHWOOD ESTATES,,"4335 24TH AVE, FORT GRATIOT, MI 48059","4335 24TH AVE, FORT GRATIOT, MI 48059",ST CLAIR,8103857100,195,12/21/1988,JOHN R SPARLING,8103858661,,43.0340745,-82.4601178,,
609,609,609,1201084,Issued,2027-10-01,,,"2400 56TH STREET, FENNVILLE, MI 49408","5625 PRAIRIE CREEK DR STE 100, CALEDONIA, MI 49316",ALLEGAN,6168717300,167,01/25/1989,WILLIAM B LETTINGA,6168717300,BLETTINGA@KENTLAND.COM,42.5969397,-86.0972235,,
610,610,610,1201086,Issued,2027-10-01,,,"2035 EAST IRONWOOD COURT, MUSKEGON, MI 49442","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034",MUSKEGON,No Phone,462,02/03/1989,JOHN B MCLAREN,2482082500,,43.216583,-86.1414886,,
611,611,611,1201090,Issued,2027-10-01,PHEASANT RIDGE,,"364 MEADOW LANE, CADILLAC, MI 49601","399 THISTLEWOOD DR, CADILLAC, MI 49601",WEXFORD,2317757210,196,08/14/1989,JANNA K WINN,2317757210,,44.2362987,-85.4022323,,
612,612,612,1201091,Issued,2027-10-01,KENSINGTON MEADOWS,,"4245 WEST JOLLY ROAD, LANSING, MI 48911","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",EATON,5176468330,290,09/15/1989,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.6815381,-84.608764,,
613,613,613,1201092,Issued,2027-10-01,NORTHERN ESTATES - NORTH,,"1569 BEAVER CREEK DRIVE, BELMONT, MI 49306","1340 POST DR NE, BELMONT, MI 49306",KENT,6167841636,292,09/14/1989,ANDREW FOCHTMAN,6167841636,CEO@ASPIRE-COMMUNITIES.COM,43.0958212,-85.6325669,,
614,614,614,1201097,Issued,2027-10-01,BROOKSIDE VILLAGE,,"3130 SLATER AVENUE, GRAND RAPIDS, MI 49512","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,196,12/14/1989,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.9065768,-85.5591182,,
615,615,615,1201098,Issued,2027-10-01,WARREN DUNES VILLAGE,,"11159 RED ARROW HWY., BRIDGMAN, MI 49106","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",BERRIEN,No Phone,316,12/18/1989,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,41.9130739,-86.5795381,,
616,616,616,1201100,Issued,2027-10-01,MEADOW LAKE ESTATES MANUFACTURED HOUSING COMMUNI,,"3951 BENTWOOD CIRCLE WEST, WHITE LAKE MI 48383","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OAKLAND,2482082500,425,02/08/1990,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.6942591,-83.5610736,,
617,617,617,1201103,Issued,2027-10-01,FOUNTAIN SPRINGS,,"1410 SOUTH 9TH ST, KALAMAZOO MI 49009","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237",KALAMAZOO,No Phone,328,07/25/1990,JOSHUA SONNE,3034837300,businesslicensing@yescommunities.com,42.2770509,-85.6807271,,
618,618,618,1201106,Issued,2027-10-01,CIDER MILL VILLAGE,,"425 CIDER MILL DRIVE, MIDDLEVILLE, MI 49333","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",BARRY,No Phone,258,09/18/1990,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.7216877,-85.4601174,,
619,619,619,1201108,Issued,2027-10-01,,,"7197 SILVER MAPLE LN, BROWN CITY, MI 48416","7197 SILVER MAPLE LN, BROWN CITY, MI 48416",SANILAC,No Phone,124,10/26/1990,JEFFREY NASH,8106142974,JEFFN975@GMAIL.COM,43.2070304,-82.9828043,,
620,620,620,1201109,Issued,2027-10-01,,,"1563 LANSING RD., CHARLOTTE, MI 48813","1563 LANSING ROAD, CHARLOTTE, MI 48813",EATON,248-626-2992,128,01/03/1991,ROBERT GOODMAN,2486262992,MSRECompliance@mshapirorealestate.com,42.5864123,-84.805195,,
621,621,621,1201113,Issued,2027-10-01,OAK BLUFF ESTATES MOBILE HOME PARK,,"2722 S. HILL RD., GLADSTONE, MI 49837","4678 US HWY 2 & 41, ESCANABA, MI 49829",DELTA,9067867822,177,02/26/1991,SHEILA HANSEN,9067867822,,45.8407969,-87.046036,,
622,622,622,1201114,Issued,2027-10-01,NORTH WAYNE ESTATES,,"27130 CORWIN ST., DOWAGIAC, MI 49047","50375 GREEN LAKE RD, DOWAGIAC, MI 49047",CASS,2697824564,10,04/19/1991,WILLIAM H GIBSON,2697824564,,42.0634794,-86.091218,,
623,623,623,1201119,Issued,2027-10-01,,,"32 EAST END DRIVE, GAYLORD, MI 49735","2617 BEACON HILL DR, AUBURN HILLS, MI 48326",OTSEGO,2483735080,225,10/14/1991,ANTHONY F RANDAZZO,2483735080,,45.0086912,-84.6708102,,
624,624,624,1201120,Issued,2027-10-01,WOODS & FIELDS COMMUNITIES EAST,,"2450 KROUSE ROAD, OWOSSO, MI 48867","1200 W MAIN STREET, OWOSSO, MI 48867",SHIAWASSEE,9897236043,323,10/24/1991,RODNEY B CONSTINE,9897236043,,42.9839013,-84.2167512,,
625,625,625,1201123,Issued,2027-10-01,,,"600 CHEESMAN RD., ST. LOUIS, MI 48880","600 CHEESMAN RD, ST LOUIS, MI 48880",GRATIOT,9896815505,77,05/11/1992,BRIAN NESEN,9896815505,,43.4024899,-84.6190847,,
626,626,626,1201124,Issued,2027-10-01,"BROOKSHIRE MEADOWS WEST, INC",,"1501 PORT SHELDON RD., JENISON, MI 49428","PO BOX 989, JENISON, MI 49429-0989",OTTAWA,6164576900,93,07/10/1992,DAVID W MAIER,616 299 7731,DAVIDMAIER7731@GMAIL.COM,42.8880725,-85.8200044,,
627,627,627,1201126,Issued,2027-10-01,WAVERLY SHORES VILLAGE,,"11777 RILEY, HOLLAND, MI 49423","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,No Phone,417,12/03/1992,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8288983,-86.0727128,,
628,628,628,1201127,Issued,2027-10-01,,,"1168 NORTH OAK ROAD, DAVISON, MI 48423","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",GENESEE,No Phone,221,12/16/1992,JOEL K BROWN,2486260737,licenses@rhp-properties.com,43.0264519,-83.493384,,
629,629,629,1201128,Issued,2027-10-01,WEST VILLAGE ESTATES,,"7040 SHAWNEE, ROMULUS, MI 48174","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,No Phone,629,01/14/1993,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2530136,-83.4210287,,
630,630,630,1201129,Issued,2027-10-01,WILLIAMSTON LAKES MHC,,"2300 E GRAND RIVER, WILLIAMSTON MI 48895","5305 VILLAGE CENTER DR  STE 321, COLUMIBA, MD 21044",LENAWEE,6025075565,48,08/17/2022,JAMES CARROLL,No Phone,JCARROLL916@ICLOUD.COM,42.685449,-84.264964,,
631,631,631,1201132,Issued,2027-10-01,,,"10431 DIXIE HWY., FAIR HAVEN, MI 48023","9926 MARINE CITY HWY, CASCO TWP, MI 48064",ST CLAIR,No Phone,12,07/29/1993,WALLACE R EVANS,5865311910,INFO@NORTHPOINTESTORAGE.COM,42.6883905,-82.7061964,,
632,632,632,1201134,Issued,2027-10-01,WEST PINE ISLAND,,"3534 PINEWOOD TRAIL, HOLTON, MI 49425","3774 PINE ISLAND DR, HOLTON, MI 49425",MUSKEGON,2317264901,30,09/07/1993,DOUGLAS C DERBY,2317264901,,43.4120787,-86.1561693,,
633,633,633,1201135,Issued,2027-10-01,MILL RACE SHORES MHC,,"563 ALLEN RD., MILAN, MI 48160","139 WALNUT BLVD, ROCHESTER, MI 48307",MONROE,No Phone,97,09/13/1993,DANIEL P VANDOORNE,2486018400,,42.075937,-83.6833386,,
634,634,634,1201137,Issued,2027-10-01,HURON BAY RESORT,,"2545 LAKE SHORE RD LOT 52, APPLEGATE MI 48401","2545 LAKE SHORE RD LOT 75, APPLEGATE, MI 48401",SANILAC,8106229357,66,05/18/1979,JOSEPH G FILIPIAK,8106229357,,43.3567448,-82.5403079,,
635,635,635,1201138,Issued,2027-10-01,,,"82 DEERFIELD PL, NORTH BRANCH MI 48461","4600 COX RD STE 400, GLEN ALLEN, VA 23060",LAPEER,No Phone,123,06/10/1994,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,43.2294705,-83.1966117,,
636,636,636,1201146,Issued,2027-10-01,,,"7243 SHELDON RD, HAMBURG TOWNSHIP MI 48189","40220 GRAND RIVER AVE, NOVI, MI 48375",LIVINGSTON,No Phone,195,03/29/1994,JEROME A RUGGIRELLO,2483806150,jerry1031@aol.com,42.4331423,-83.8040596,,
637,637,637,1201148,Issued,2027-10-01,,,"13012 U.S. 23 SOUTH, OSSINEKE, MI 49766","11338 BARTZ RD., HUBBARD LAKE, MI 49747",ALPENA,No Phone,14,04/25/1994,RONALD L LISKE,9898843888,,44.883659,-83.430707,,
638,638,638,1201153,Issued,2027-10-01,,,"1065 PEACH BLOSSOM CIRCLE, BURTON, MI 48509","4600 COX RD STE 400, GLEN ALLEN, VA 23060",GENESEE,No Phone,390,01/24/1995,ROSS DEBOLT,804967567,RDEBOLT@PLNDV.COM,43.0225976,-83.5776211,,
639,639,639,1201154,Issued,2027-10-01,DUNDEE MEADOWS,,"630 RAWSON, DUNDEE, MI 48131","PO BOX 700525, PLYMOUTH, MI 48170",MONROE,7344532820,80,03/28/1995,ANGELO CONSTANTINE,7344532820,,41.9614514,-83.6653022,,
640,640,640,1201158,Issued,2027-10-01,OLD OAK TRAILS ESTATES MOBILE HOME PARK,,"1661 N OLD OAK TR, SANFORD, MI 48657","1661 N OLD OAK TR, SANFORD, MI 48657",MIDLAND,No Phone,215,07/26/1995,HUGH REID,9896875639,oldoaktrails &yahoo.com,43.6603706,-84.3238725,,
641,641,641,1201159,Issued,2027-10-01,,,"4629  134TH AVENUE, HAMILTON, MI 49419","5240 143RD AVE, HOLLAND, MI 49423",ALLEGAN,No Phone,49,11/16/1995,JAMES D SLAGH,6166104307,,42.6664437,-85.998916,,
642,642,642,1201162,Issued,2027-10-01,SILVER SPRINGS,,"43600 PARK DRIVE WEST, CLINTON TOWNSHIP, MI 48036","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MACOMB,No Phone,547,01/11/1996,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.614453,-82.8761759,,
643,643,643,1201164,Issued,2027-10-01,COUNTRY MEADOWS VILLAGE,,"5401  76TH STREET, CALEDONIA MI 49316","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,395,05/07/1996,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8317121,-85.5341852,,
644,644,644,1201165,Issued,2027-10-01,SILVERBROOK MANUFACTURED HOUSING COMMUNITY,,"2300 EAST MAIN STREET, NILES, MI 49120","4526 HEDGEWOOD DR, STEVENSVILLE, MI 49127",BERRIEN,2694496811,176,05/24/1996,BRIAN BERNDT,2696847651,BERNDTMODULAR@GMAIL.COM,41.8131156,-86.2269192,,
645,645,645,1201167,Issued,2027-10-01,BROOKHAVEN MHP,,"622 DIVISION, NEWAYGO, MI 49337","622 DIVISION, NEWAYGO, MI 49337",NEWAYGO,No Phone,222,08/14/1996,JAMES WILLIAMSON JR,2316524049,VERA@BROOKHAVENESTATESNEWAYGO.COM,43.4112606,-85.7864657,,
646,646,646,1201168,Issued,2027-10-01,VICTORIA MEADOWS HOME COMMUNITY,,"N. MILL ST., DRYDEN, MI 48428","5787 DRYDEN PO BOX 187, DRYDEN, MI 48428",LAPEER,8107963013,130,08/15/1996,RICHARD D NASH,8107963013,,42.9497359,-83.1253827,,
647,647,647,1201172,Issued,2027-10-01,,,"16423 JENNINGS ROAD, FENTON, MI 48430","28 CHINKAPIN RILL, FENTON, MI 48430",GENESEE,248-720-8011,203,11/20/1996,"WILLIAM M PACKER, III",248-720-8011,wpacker80@gmail.com,42.7942383,-83.7415846,,
648,648,648,1201173,Issued,2027-10-01,HARTLAND MEADOWS,,"13643 WEST HIGHLAND ROAD, HARTLAND, MI 483533128","40220 GRAND RIVER AVE, NOVI, MI 48375",LIVINGSTON,2483806150,617,12/02/1996,JEROME RUGGIRELLO,2483806150,,42.6437242,-83.7305392,,
649,649,649,1201175,Issued,2027-10-01,CREEKWOOD MEADOWS,,"4272 CREEKSIDE BOULEVARD, BURTON, MI 48429","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",GENESEE,2482082500,336,03/03/1997,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.9751209,-83.6263404,,
650,650,650,1201178,Issued,2027-10-01,COUNTRY HILLS VILLAGE,,"2200 RILEY STREET, JAMESTOWN, MI 49427","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,No Phone,239,04/28/1997,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8211072,-85.8345459,,
651,651,651,1201182,Issued,2027-10-01,,,"5402 EAST BROADWAY, MT. PLEASANT, MI 48858","31550 NORTHWESTERN HWY #220, FARMINGTON HILLS, MI 48334",ISABELLA,No Phone,225,12/05/1997,RAMI FAKHOURY,9897753495,ALANNAW@EMPLOYMENT IMMIGRATION.COM,43.6016718,-84.7407989,,
652,652,652,1201183,Issued,2027-10-01,WEATHERSTONE VILLAGE COMMUNITY,,"5210 MARSH ARBOR TRAIL, KALAMAZOO MI 49004","2015 SPRING RD # 255, OAK BROOK, IL 60523",KALAMAZOO,630-571-1781,101,12/23/1997,TERRANCE A SALS,6305711781,,42.3341196,-85.5247838,,
653,653,653,1201185,Issued,2027-10-01,NORTHVILLE CROSSING,,"9800 BLOOMSBURY CIRCLE, NORTHVILLE, MI 48167","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WASHTENAW,No Phone,756,02/17/1998,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.4294964,-83.610896,,
654,654,654,1201188,Issued,2027-10-01,ELIZABETH WOODS MANUFACTURED HOUSING COMMUNITY,,"1250 PAREE STREET, NEWPORT, MI 48166","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MONROE,No Phone,393,05/29/1998,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.0032719,-83.3539974,,
655,655,655,1201189,Issued,2027-10-01,,,"2000 MAPLE RUN BLVD., CLIO, MI 48420","31200 NORTHWESTERN HWY, FARMINGTION HILLS, MI 48334",GENESEE,No Phone,145,06/18/1998,JOEL K BROWN,2486260737,licenses@rhp-properties.com,43.1650177,-83.7165927,,
656,656,656,1201190,Issued,2027-10-01,MORRICE MEADOWS,,"328 N. HIDDEN RIDGE RD., MORRICE, MI 48857","5647 SASHABAW RD, CLARKSTON, MI 48346",SHIAWASSEE,517-625-4840,103,07/06/1998,RONEI R IACOBELLI,248-625-1188,ron@imc.group,42.8379348,-84.1723792,,
657,657,657,1201191,Issued,2027-10-01,,,"5901 LAPEER ROAD, KIMBALL MI 48074","16925 GEORGINA, BEVERLY HILLS, MI 48025",ST CLAIR,248-410-9020,313,09/08/1998,LYNN GRANATA,248-410-9020,lynn@harmonycommunities.com,42.9895916,-82.564105,,
658,658,658,1201192,Issued,2027-10-01,SADDLEBROOK FARMS,,",",", ,",KALAMAZOO,2693752113,147,09/14/1998,JOHN Z CARON,2693729482,,42.2445142,-85.7254926,,
659,659,659,1201196,Issued,2027-10-01,,,"3626 W. HIDDEN FOREST DRIVE, LUDINGTON, MI 49431","317 GARDEN AVE, HOLLAND, MI 49424",MASON,No Phone,119,10/22/1998,KEVIN J KAMMERAAD,6163929200,,43.96026,-86.373122,,
660,660,660,1201202,Issued,2027-10-01,WALTON RIDGE MOBILE HOME COMMUNITY,,"1360 FOXRUN CT., PONTIAC, MI 48340","PO BOX 891, ROYAL OAK, MI 48068",OAKLAND,No Phone,155,02/11/1999,DAVID RUBY,2484161984,JDELMOTTE@GEMSTONECOMMUNITIES.COM,42.6749683,-83.266218,,
661,661,661,1201203,Issued,2027-10-01,,,"110 PINE LAKE DRIVE, LAPEER, MI 48446","65 MACOMB PLACE STE F, MT CLEMENS, MI 48043",LAPEER,No Phone,249,02/18/1999,NICK T RIZZO,586-228-1300,,43.0442215,-83.2378906,,
662,662,662,1201205,Issued,2027-10-01,,,"1011 RIVER LINE DRIVE, HOWELL TOWNSHIP, MI 48843","89 EAST LONG LAKE RD, TROY, MI 48098-4738",LIVINGSTON,2488795100,498,04/12/1999,PAUL CHOSID,2488795100,pchosid@chosidmanagement.com,42.6145415,-84.003374,,
663,663,663,1201206,Issued,2027-10-01,MAPLE LEAF COMMUNITY,,"8701 E. M-21, OVID, MI 48866","1200 W MAIN STREET, OWOSSO, MI 48867",CLINTON,9897236043,76,05/07/1999,RODNEY B CONSTINE,9897236913,,43.0058618,-84.3716438,,
664,664,664,1201211,Issued,2027-10-01,,,"2447 NEWPORT ROAD, NEWPORT, MI 48166","9597 CENTRAL AVE, MONTCLAIR, CA 91763",MONROE,No Phone,513,10/18/1999,KEITH CUNNING,7345866443,,42.01125469999999,-83.3335925,,
665,665,665,1201213,Issued,2027-10-01,,,"3331 STONEYBROOK DRIVE, HIGHLAND TOWNSHIP, MI 48380","40220 GRAND RIVER AVE, NOVI, MI 48375",OAKLAND,No Phone,455,11/08/1999,JEROME A RUGGIRELLO,2483806150,,42.609661,-83.6654286,,
666,666,666,1201214,Issued,2027-10-01,WHISPERING VALLEY ESTATES,,"8410 U.S. 2, RAPID RIVER MI 49878","8410 US 2, RAPID RIVER, MI 49878",DELTA,9064747044,14,11/30/1999,MICHAEL J CALLAHAN,9064747044,,45.9257459,-86.9403713,,
667,667,667,1201216,Issued,2027-10-01,,,"236 SYCAMORE CT, PORT HURON, MI 48060","4269 DOVE RD, PORT HURON, MI 48060",ST CLAIR,No Phone,184,12/13/1999,BRADFORD S ELVIDGE,8103647799,,42.9427084,-82.4880211,,
668,668,668,1201217,Issued,2027-10-01,HUNTERS CROSSING,,"150 HUNTERS CROSSING BLVD., CAPAC, MI 48014","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",ST CLAIR,No Phone,114,12/27/1999,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,43.00638319999999,-82.923936,,
669,669,669,1201219,Issued,2027-10-01,CASEVILLE RESORT & MARINA,,"6545 RIVERSIDE DRIVE, CASEVILLE, MI 48725","2675 HURDS CORNER RD, CASS CITY, MI 48726",HURON,9898562323,40,01/21/2000,CRYSTAL J KAPPEN,9898562323,,43.94433420000001,-83.270944,,
670,670,670,1201225,Issued,2027-10-01,DOVER FARMS,,"1590 DOVER DRIVE, MARTIN, MI 49070","5935 S 9TH ST, KALAMAZOO, MI 49009",ALLEGAN,2696727700,96,07/07/2000,Z JOHN CARON,2696727700,,42.5363147,-85.6570769,,
671,671,671,1201226,Issued,2027-10-01,CAPITOL HILLS,,"6300 W. ADAMS, BELLEVILLE, MI 48111","6300 W ADAMS, BELLEVILLE, MI 48111",WAYNE,7344833700,330,08/11/2000,AVRAHAM ELCHONEN,7344833700,,42.1997891,-83.5404429,,
672,672,672,1201227,Issued,2027-10-01,TYRONE WOODS,,"8378 HOGAN ROAD, FENTON, MI 48430","27883 INDEPENDENCE ST #103-G, FARMINGTON HILLS, MI 48336",LIVINGSTON,2486158920,403,08/18/2000,LAWRENCE F BECKER,2486158920,kristen@brookfieldmgt.com,42.750251,-83.7970806,,
673,673,673,1201230,Issued,2027-10-01,AUGUSTA WOODS,,"8330 N BROOKSTON, WILLIS, MI 48191","401 S OLD WOODWARD AVE STE 315, BIRMINGHAM, MI 48009",WASHTENAW,No Phone,484,11/15/2000,STEVEN KARBAL,2485306100,,42.1712766,-83.5449947,,
674,674,674,1201232,Issued,2027-10-01,MARATHON MEADOWS,,"4246 LEVALLEY RD., COLUMBIAVILLE, MI 48421","3503 VIRGINIA DR, COLUMBIAVILLE, MI 48446",LAPEER,8106676789,47,12/11/2000,RAY DAVIS,8106676789,,43.1566927,-83.4105053,,
675,675,675,1201235,Issued,2027-10-01,FALCON POINTE,,"555 QUARTERHORSE RD., EAST LANSING, MI 48823","4426 FERNLEE AVE, ROYAL OAK, MI 48073",CLINTON,248-237-4305,18,01/08/2001,STEVEN G FRIEDMAN,248-539-9333,STEVE.FRIEDMAN@DPGLAND.COM,42.7799062,-84.4966541,,
676,676,676,1201241,Issued,2027-10-01,ORCHARDS MANUFACTURED HOME COMMUNITY,,"3600 TOWNSQUARE BLVD, CARLETON, MI 48117","3600 TOWNSQUARE, CARLETON, MI 48117",MONROE,No Phone,394,07/06/2010,JAMES T WILLIAMSON,7347820268,,42.0749498,-83.313465,,
677,677,677,1201253,Issued,2027-10-01,,,"13033 19 MILE RD, GOWEN, MI 49326","13033 19 MILE RD, GOWEN, MI 49326",KENT,6169842100,156,12/14/2001,JAMES NAGEL,6169842100,INFO@LINCOLNPINESRESORT.COM,43.253523,-85.348873,,
678,678,678,1201254,Issued,2027-10-01,,,"30030 W 8 MILE RD, FARMINGTON HILLS MI 48336","5724 WINDSPIRIT CT, WATERFORD, MI 48327",OAKLAND,2485688824,65,12/17/2001,JAMES AJLOUNY,2485688824,JANLA229@AOL.COM,42.4425832,-83.3434021,,
679,679,679,1201256,Issued,2027-10-01,BIRCHWOOD ESTATES WEST,,"3211 KEEWAHDIN ROAD, FORT GRATIOT, MI 48059","3211 KEEWAHDIN RD LOT 59, FORT GRATIOT, MI 48059",ST CLAIR,8103858661,145,12/21/2001,GREGORY L SPARLING,8105311156,,43.0361551,-82.4652765,,
680,680,680,1201265,Issued,2027-10-01,,,",","PO BOX 700316, PLYMOUTH, MI 48170",KALAMAZOO,No Phone,45,04/19/2002,JANICE L COLLINS,7342337068,,42.3752692,-85.4422015,,
681,681,681,1201277,Issued,2027-10-01,MEADOWLANDS,,"17305 VALENCIA DR, GIBRALTAR, MI 48173","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,No Phone,321,08/23/2002,BRUCE THELEN,24820825700,LICENSING@SUNCOMMUNITIES.COM,42.0945545,-83.2182199,,
