"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","latitude","longitude"
"494","1200037","Issued",2027-10-01,NA,"OAKFIELD MOBILE HOME PARK, LLC","12176 14 MILE ROAD, GREENVILLE, MI 48838","48838","8081 45TH ST SE, ADA, MI 49301","KENT","6166441669","22","01/09/1979","JULIA E TEERLING","6166441669",NA,NA,NA
"495","1200393","Issued",2027-10-01 10:50:51,NA,"LAKESIDE MHC LLC","12205 HART ST NE, GREENVILLE MI 48838","48838","2660 GLEN HOLLOW CT SE, CALEDONIA, MI 49316","KENT","6163295586","67","03/30/1979","LISA SHAH","6163295586","LISASHAH00@AOL.COM",NA,NA
"496","1201373","Issued",2027-10-01,"PONDVIEW ESTATES","CONNELL & SINAGOGA INC","621 N WALNUT STREET, GREENVILLE MI 48838","48838","4893 ROCHESTER RD STE D, TROY, MI 48085","MONTCALM","6165234205","118","01/28/2016","WILLIAM CONNELL","2486499964","WTCONNELL@COMCAST.NET",43.18596,-85.2414841
"497","1201673","Issued",2027-10-01,NA,"GREENBRIER ESTATES MHP LLC","11345 SW GREENVILLE ROAD, GREENVILLE MI 48838","48838","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","MONTCALM","6167943576","57","07/15/2019","STEVE MCCROSKY","9492987185","steve@discoverpropertiesllc.com",NA,NA
"498","1200464","Issued",2027-10-01,"WINDMILL PARK","THEROUX DEVELOPMENT COMPANY","1433 EIFERT ROAD, HOLT, MI 48842","48842","19631 VALDEZ DR, TARZANA, CA 91356","INGHAM","5176940414","484","04/17/1979","NANCY L THEROUX","5176940414",NA,42.6265917,-84.543016
"499","1201543","Issued",2027-10-01,"DELHI MANOR","YES DELHI MANOR LLC","4075 EAST HOLT ROAD, HOLT MI 48842","48842","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","INGHAM","517-694-0928","286","06/25/2018","JOSHUA SOONE","3034837300","businesslicensing@yescommunities.com",NA,NA
"500","1201980","Issued",2027-10-01,NA,"PACIFICA SHREWSBURY LLC","1560 EIFERT ROAD, HOLT MI 48842","48842","1775 HANCOCK ST. STE. 200, SAN DIEGO, CA 92110","INGHAM","8449213030","51","10/10/2022","SARA W MCFARLAND","6192969000","utilities@pacshorecommunities.com",42.6283056,-84.5428179
"501","1200918","Issued",2027-10-01,NA,"FAIRLAWN MEADOWS","1701 FAIRLAWN, HOWELL, MI 48843","48843","4895 CURDY RD, HOWELL, MI 48855","LIVINGSTON","5175465353","48","10/18/1979","THOMAS W LASHBROOK","5175465353","FAIRLAWNMEADOWS@GMAIL.COM",42.6228263,-83.9148135
"502","1201205","Issued",2027-10-01,NA,"BURKHART RIDGE LLC","1011 RIVER LINE DRIVE, HOWELL TOWNSHIP, MI 48843","48843","89 EAST LONG LAKE RD, TROY, MI 48098-4738","LIVINGSTON","2488795100","498","04/12/1999","PAUL CHOSID","2488795100","pchosid@chosidmanagement.com",42.6132445,-84.0034061
"503","1201584","Issued",2027-10-01,NA,"MC HOWELL ESTATES PROPERTY LLC","515 MASON ROAD, HOWELL MI 48843","48843","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","LIVINGSTON","No Phone","458","09/17/2018","JOSH SONNE","2487783200","legal@yescommunities.com",42.6001347,-83.9513134
"504","1201991","Issued",2027-10-01,NA,"FAIRLANE ESTATES MHP LLC","2195 E GRAND RIVER AVE, HOWELL MI 48843","48843","6632 S TELEGRAPH  STE 310, BLOOMFIELD HILLS, MI 48301","LIVINGSTON","9893137829","60","11/09/2022","SHANNON MARSHALL","2483312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM",42.6009777,-83.9128315
"505","1200212","Issued",2027-10-01,"EVERGREEN MOBILE HOME COMMUNITY","BATTLE CREEK RENTALS LLC","2096 N STATE RD, IONIA MI 48846","48846","3500 MORGAN RD, NASHVILLE, MI 49073","IONIA","No Phone","109","03/02/1979","MICHAEL MEAD","5178521527","mike.advantagehousing@yahoo.com",43.0177482,-85.0750144
"506","1201574","Issued",2027-10-01,NA,"MC CANTERBURY PROPERTY LLC","360 E TUTTLE ROAD, IONIA MI 48846","48846","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","IONIA","No Phone","290","09/06/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com",42.9510651,-85.066048
"507","1201775","Issued",2027-10-01,NA,"WEMI HIDDEN VALLEY LLC","3885 E STAGE ROAD, IONIA MI 48846","48846","PO BOX 83165, GAITHERSBURG, MD 20883","IONIA","2406302736","50","06/04/2020","YANIV ZIEF","2406302734","yaniv@elyaholdings.com",42.9921704,-84.9977029
"508","1201904","Issued",2027-10-01,NA,"CC SHERWOOD FOREST PROPERTY LLC","1133 YEOMANS STREET, IONIA MI 48846","48846","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302","IONIA","6165236201","240","01/19/2022","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",42.983532,-85.085363
"509","1200911","Issued",2027-10-01,NA,"MEADOW LANE ESTATES LIMITED PARTNERSHIP","401 SOUTH ST. JOHNS STREET, ITHACA, MI 48847","48847","401 S ST JOHNS ST, ITHACA, MI 48847","GRATIOT","9898754700","128","10/12/1979","DAVID D ROSLUND","9898754700","DFOX@MGTCONTROL.COM",43.2844215,-84.6008479
"510","1200655","Issued",2027-10-01,NA,"QUIET COVE","12675 COLBY LAKE ROAD, LAINGSBURG, MI 48848","48848","3014 W BLUEWATER HWY, IONIA, MI 48846","SHIAWASSEE","6165278881","44","06/19/1979","RUTH HUMMELL","6165278881","thehumm@yahoo.com",NA,NA
"511","1201718","Issued",2027-10-01,"MOON LAKE ESTATES MHP","MOONLAKE LLC","12700 COLBY LAKE ROAD, LAINGSBURG MI 48848","48848","1630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 85233","SHIAWASSEE","801-864-4715","103","12/14/2019","THOMAS STAPLEY","4803390000","LICENSING@ROOTSMG.COM",NA,NA
"512","1200854","Expired",2024-10-01,"SLATERS MOBILE HOME PARK","W & J PROPERTIES INC","732 JORDAN LAKE AVE, LAKE ODESSA, MI 48849","48849","610 4 MILE RD, COMSTOCK PARK, MI 49321","IONIA","No Phone","20","10/11/1979","LUKE VANDENBERG","616-279-6812","VANDENBERG.LUKE@GMAIL.COM",42.778546,-85.133153
"513","1201876","Issued",2027-10-01,NA,"MCM MI LAKEWOOD LLC","1615 TUPPER LAKE STREET, LAKE ODESSA MI 48849","48849","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33410","IONIA","5179302239","87","10/12/2021","AMIN KHOURY","2622157111","kcreager@mcmhomes.us",42.7847737,-85.1303273
"514","1201822","Issued",2027-10-01,NA,"TAMARACK MEADOWS HOMES LLC","9640 N GREENVILLE ROAD, LAKEVIEW MI 48850","48850","3330 GRAND RIDGE DR NE, GRAND RAPIDS, MI 49525","MONTCALM","6162927092","23","03/24/2021","GARY HENSCH","6162927092","gary@redstone-group.com",NA,NA
"515","1200283","Issued",2027-10-01,"SYCAMORE VILLAGE","SYCAMORE VILLAGE MOBILE HOME PARK LLC","900 W COLUMBIA ST, MASON, MI 48854","48854","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","INGHAM","No Phone","449","03/20/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.582247,-84.465872
"516","1201475","Issued",2027-10-01,NA,"FSI MASON MANOR PROPERTY LLC","2179 HULL ROAD, MASON MI 48854","48854","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","INGHAM","5176765880","269","05/11/2017","JOSH SONNE","2487783200","businesslicensing@yescommunities.com",42.5199241,-84.4425475
"517","1202071","Issued",2028-10-01 15:29:59,"SUNSET MHP","MASON MOBILE LLC","1470 HARPER ROAD, MASON MI 48854","48854","6905 TELEGRAPH RD STE 325, BLOOMFIELD HILLS, MI 48301","INGHAM","5173912668","35","01/11/2024","AMANDA PROVIDAKES","2482847222","APROVIDAKES@BLANKFAMILYCOMMUNITIES.COM",NA,NA
"518","1201190","Issued",2027-10-01,"MORRICE MEADOWS","SCOTSDALE ASSOCIATES LLC","328 N. HIDDEN RIDGE RD., MORRICE, MI 48857","48857","5647 SASHABAW RD, CLARKSTON, MI 48346","SHIAWASSEE","517-625-4840","103","07/06/1998","RONEI R IACOBELLI","248-625-1188","ron@imc.group",NA,NA
"519","1200544","Issued",2027-10-01 11:31:58,NA,"BROOMFIELD VALLEY MHC LLC","6553 W REMUS RD, MT PLEASANT MI 48858","48858","7130 E PLEASANT VALLEY RD, SHEPHERD, MI 48883","ISABELLA","9893176892","127","05/11/1979","GAYLON KOUTZ","9893176892","GAYLON@FIVESTARCLOSER.COM",NA,NA
"520","1201182","Issued",2027-10-01,NA,"CROSSINGS AT BROADWAY MP LLC","5402 EAST BROADWAY, MT. PLEASANT, MI 48858","48858","31550 NORTHWESTERN HWY #220, FARMINGTON HILLS, MI 48334","ISABELLA","No Phone","225","12/05/1997","RAMI FAKHOURY","9897753495","ALANNAW@EMPLOYMENTIMMIGRATION.COM",43.6044939,-84.7647226
"521","1201527","Issued",2027-10-01,NA,"BROADWAY ACRES MHP LLC","5400 KAY STREET, MOUNT PLEASANT MI 48858","48858","500 WESTOVER DRIVE #5358, SANFORD, NC 27330","ISABELLA","9897732830","71","02/22/2018","STEWART WINKLER","7604819096","noel@avantcommunity.com;kyle@avantcommunity.com",NA,NA
"522","1201583","Issued",2027-10-01,NA,"MT PLEASANT MOBILE VILLAGE LLC","505 S BRADLEY, MT PLEASANT MI 48858","48858","7330 RIVER ROAD, FLUSHING, MI 48433","ISABELLA","9897722442","144","09/12/2018","GLENN CURRIER","8105162929","glenncurrier@yahoo.com",43.608002,-84.7977926
"523","1201654","Issued",2027-10-01,NA,"COUNTRY PLACE PARK L.L.C.","4151 E JORDAN ROAD, MT PLEASANT MI 48858","48858","4151 E JORDAN RD  OFC, MOUNT PLEASANT, MI 48858","ISABELLA","9894332134","66","03/25/2019","ROBERT DIDUR JR","9896663231","cppmobilehomellc@gmail.com",NA,NA
